,case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
10400,20100515,Italy,Health and Consumers,1,0,0,2010-07-16,,,11/24/10,2010,789,2/25/13,0,0,1.967235689,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.35396813,0.0,0.0,0.0,-1.03732397
10409,20100524,Italy,Mobility and Transport,1,0,0,2010-07-16,,,9/29/11,2010,789,2/25/13,0,0,0.657356402,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.135346949,1.0,0.0,2.0,-1.03732397
10410,20100525,Italy,Health and Consumers,1,0,0,2010-07-16,,,11/24/10,2010,789,2/25/13,0,0,1.967235689,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.633318433,1.0,0.0,1.0,-1.03732397
10411,20100526,Italy,Health and Consumers,1,1,0,2010-07-16,11/24/10,,11/24/10,2010,789,2/25/13,0,0,1.00878743,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.481577129,1.0,0.0,1.0,-1.03732397
10399,20100514,Italy,Health and Consumers,1,0,0,2010-07-16,,,11/24/10,2010,789,2/25/13,0,0,1.967235689,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.375629627,0.0,0.0,1.0,-1.03732397
10405,20100520,Italy,Environment,1,0,0,2010-07-16,,,1/27/11,2010,789,2/25/13,0,0,1.48801156,955,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.03966035,1.0,0.0,1.0,-1.03732397
9813,20100680,Italy,Environment,1,0,0,2010-09-20,,,2/16/11,2010,789,2/25/13,0,0,1.424115009,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.65625924,0.0,0.0,10.0,-1.03732397
9814,20100681,Italy,Environment,1,0,0,2010-09-20,,,1/27/11,2010,789,2/25/13,0,0,1.807494312,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.089243155,1.0,0.0,1.0,-1.03732397
9815,20100682,Italy,Mobility and Transport,1,0,0,2010-09-20,,,1/27/11,2010,789,2/25/13,0,0,1.807494312,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.137727054,1.0,0.0,2.0,-1.03732397
9816,20100683,Italy,Health and Consumers,1,0,0,2010-09-20,,,2/16/11,2010,789,2/25/13,0,0,1.424115009,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.761572769,1.0,0.0,2.0,-1.03732397
9817,20100684,Italy,Environment,1,0,0,2010-09-20,,,1/26/12,2010,789,2/25/13,0,0,0.305925374,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.839476438,1.0,0.0,1.0,-1.03732397
9818,20100685,Italy,Health and Consumers,1,0,0,2010-09-20,,,2/16/11,2010,789,2/25/13,0,0,1.424115009,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.678342115,1.0,0.0,1.0,-1.03732397
9812,20100679,Italy,Mobility and Transport,1,0,0,2010-09-20,,,1/27/11,2010,789,2/25/13,0,0,1.807494312,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,9.922407437,0.0,0.0,6.0,-1.03732397
9811,20100678,Italy,Environment,1,0,0,2010-09-20,,,1/27/11,2010,789,2/25/13,0,0,1.807494312,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,9.311451873,0.0,0.0,0.0,-1.03732397
9810,20100677,Italy,Enterprise and Industry,1,0,0,2010-09-20,,,4/6/11,2010,789,2/25/13,0,0,1.072683981,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.258163362,0.0,0.0,24.0,-1.03732397
9809,20100676,Italy,"Communication Networks, Content and Technology",1,0,0,2010-09-20,,,3/14/11,2010,789,2/25/13,0,0,1.264373633,889,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9775,20102045,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2010-09-30,1/24/13,,1/24/13,2010,789,2/25/13,0,1,-0.74836771,879,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.773694146,0.0,0.0,0.0,-1.03732397
9772,20062380,Italy,Taxation and Customs Union,1,1,0,2010-09-30,11/24/11,,11/24/11,2010,789,2/25/13,0,1,-0.588626333,879,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9774,20094117,Italy,Taxation and Customs Union,1,0,0,2010-09-30,,,2/27/12,2010,789,2/25/13,0,1,0.273977099,879,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9777,20104038,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2010-09-30,2/16/11,,2/16/11,2010,789,2/25/13,0,1,-0.74836771,879,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9776,20104036,Italy,Internal Market and Services,1,1,0,2010-09-30,9/29/11,,9/29/11,2010,789,2/25/13,0,1,0.146183998,879,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9287,20104146,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2010-11-24,11/24/11,,11/24/11,2010,789,2/25/13,0,1,-0.077453929,824,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9286,20104141,Italy,Taxation and Customs Union,1,0,0,2010-11-24,,,7/10/14,2010,789,2/25/13,1,1,-0.940057362,824,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,,,,,-1.03732397
9285,20102143,Italy,Internal Market and Services,1,0,0,2010-11-24,,,3/22/12,2010,789,2/25/13,0,1,0.242028824,824,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,10.53874075,0.0,0.0,15.0,-1.03732397
9187,20100812,Italy,Mobility and Transport,1,1,0,2010-11-30,4/6/11,,4/6/11,2010,789,2/25/13,0,0,0.976839155,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.670894831,1.0,0.0,6.0,-1.03732397
9186,20100811,Italy,Mobility and Transport,1,0,0,2010-11-30,,,5/19/11,2010,789,2/25/13,0,0,1.328270183,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.668561108,1.0,0.0,6.0,-1.03732397
9188,20100813,Italy,Health and Consumers,1,0,0,2010-11-30,,,5/19/11,2010,789,2/25/13,0,0,1.328270183,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.333279628,1.0,0.0,2.0,-1.03732397
9184,20100809,Italy,Internal Market and Services,1,0,0,2010-11-30,,,4/6/11,2010,789,2/25/13,0,0,1.55190811,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,8.371704885,1.0,0.0,11.0,-1.03732397
9190,20100815,Italy,Health and Consumers,1,0,0,2010-11-30,,,3/14/11,2010,789,2/25/13,0,0,1.775546037,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.13089883,1.0,0.0,1.0,-1.03732397
9183,20100808,Italy,Internal Market and Services,1,0,0,2010-11-30,,,4/6/11,2010,789,2/25/13,0,0,1.55190811,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,7.160069208,1.0,0.0,3.0,-1.03732397
9189,20100814,Italy,Health and Consumers,1,0,0,2010-11-30,,,6/16/11,2010,789,2/25/13,0,0,1.168528807,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,6.6147256,1.0,0.0,1.0,-1.03732397
9185,20100810,Italy,Internal Market and Services,1,0,0,2010-11-30,,,4/6/11,2010,789,2/25/13,0,0,1.55190811,818,2.7394,4.5243,1.321953782,0.687703325,0.388289642,-1.208115084,0.355861378,1.0,9.65560295,0.0,0.0,102.0,-1.03732397
8548,20110206,Italy,Mobility and Transport,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.270013062,0.0,0.0,0.0,-1.03732397
8570,20110228,Italy,Health and Consumers,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.839476438,1.0,0.0,1.0,-1.03732397
8549,20110207,Italy,"Justice, Fundamental Rights and Citizenship",1,1,0,2011-01-27,6/16/11,,6/16/11,2011,789,2/25/13,0,0,0.753201228,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.121183242,0.0,0.0,0.0,-1.03732397
8550,20110208,Italy,Home Affairs,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.724695047,0.0,0.0,0.0,-1.03732397
8551,20110209,Italy,Internal Market and Services,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.820439515,0.0,0.0,8.0,-1.03732397
8552,20110210,Italy,Mobility and Transport,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.802119058,0.0,0.0,1.0,-1.03732397
8553,20110211,Italy,Mobility and Transport,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.838696812,0.0,0.0,50.0,-1.03732397
8554,20110212,Italy,Energy,1,1,0,2011-01-27,9/26/13,,9/26/13,2011,789,2/25/13,1,0,-0.908109086,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,10.20043903,0.0,0.0,14.0,-1.03732397
8555,20110213,Italy,Mobility and Transport,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.272059622,0.0,0.0,0.0,-1.03732397
8556,20110214,Italy,Internal Market and Services,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.28878581,0.0,0.0,28.0,-1.03732397
8557,20110215,Italy,Agriculture and Rural Development,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.602587892,1.0,0.0,3.0,-1.03732397
8547,20110205,Italy,Internal Market and Services,1,0,0,2011-01-27,,,6/16/11,2011,789,2/25/13,0,0,1.55190811,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.253016646,0.0,0.0,50.0,-1.03732397
8558,20110216,Italy,"Justice, Fundamental Rights and Citizenship",1,1,0,2011-01-27,6/16/11,,6/16/11,2011,789,2/25/13,0,0,0.625408127,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.442492723,0.0,0.0,10.0,-1.03732397
8561,20110219,Italy,Health and Consumers,1,0,0,2011-01-27,,,4/6/11,2011,789,2/25/13,0,0,2.318666717,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.472823244,1.0,0.0,4.0,-1.03732397
8562,20110220,Italy,Health and Consumers,1,0,0,2011-01-27,,,4/6/11,2011,789,2/25/13,0,0,2.318666717,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.93439721,1.0,0.0,1.0,-1.03732397
8563,20110221,Italy,Health and Consumers,1,0,0,2011-01-27,,,4/6/11,2011,789,2/25/13,0,0,2.318666717,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.069874128,1.0,0.0,1.0,-1.03732397
8564,20110222,Italy,Health and Consumers,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.720220155,1.0,0.0,1.0,-1.03732397
8565,20110223,Italy,Health and Consumers,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.163172391,1.0,0.0,1.0,-1.03732397
8566,20110224,Italy,Health and Consumers,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.650644551,1.0,0.0,1.0,-1.03732397
8567,20110225,Italy,Health and Consumers,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.391917113,1.0,0.0,1.0,-1.03732397
8568,20110226,Italy,Taxation and Customs Union,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.396929655,0.0,0.0,1.0,-1.03732397
8569,20110227,Italy,Health and Consumers,1,0,0,2011-01-27,,,5/19/11,2011,789,2/25/13,0,0,1.999183964,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.033086222,1.0,0.0,1.0,-1.03732397
8559,20110217,Italy,Energy,1,0,0,2011-01-27,,,6/16/11,2011,789,2/25/13,0,0,1.55190811,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.369393302,0.0,0.0,2.0,-1.03732397
8560,20110218,Italy,Enterprise and Industry,1,0,0,2011-01-27,,,9/29/11,2011,789,2/25/13,0,0,1.296321908,760,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.59441346,1.0,0.0,1.0,-1.03732397
8112,20102124,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2011-03-14,11/20/13,,11/20/13,2011,789,2/25/13,1,1,-1.067850463,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.773694146,0.0,0.0,0.0,-1.03732397
8114,20112006,Italy,Environment,1,1,0,2011-03-14,1/26/12,,1/26/12,2011,789,2/25/13,0,1,-0.588626333,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
8113,20104188,Italy,Health and Consumers,1,1,0,2011-03-14,1/26/12,,1/26/12,2011,789,2/25/13,0,1,0.114235723,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
8115,20112023,Italy,Internal Market and Services,1,0,0,2011-03-14,,,9/29/11,2011,789,2/25/13,0,1,1.48801156,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
8117,20114009,Italy,Environment,1,0,0,2011-03-14,,,6/20/13,2011,789,2/25/13,1,1,-0.428884957,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
8116,20114003,Italy,Internal Market and Services,1,0,0,2011-03-14,,,2/25/16,2011,789,2/25/13,1,1,-1.163695288,714,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
8048,20110482,Italy,Environment,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.203405521,1.0,0.0,1.0,-1.03732397
8049,20110483,Italy,Environment,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.044032897,1.0,0.0,1.0,-1.03732397
8050,20110484,Italy,Environment,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.995766156,1.0,0.0,1.0,-1.03732397
8051,20110485,Italy,Taxation and Customs Union,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.327484416,0.0,0.0,34.0,-1.03732397
8052,20110486,Italy,Health and Consumers,1,0,0,2011-03-17,,,5/19/11,2011,789,2/25/13,0,0,2.70204602,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.981005741,1.0,0.0,1.0,-1.03732397
8053,20110487,Italy,Health and Consumers,1,0,0,2011-03-17,,,5/19/11,2011,789,2/25/13,0,0,2.70204602,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.205635176,1.0,0.0,1.0,-1.03732397
8054,20110489,Italy,Health and Consumers,1,0,0,2011-03-17,,,5/19/11,2011,789,2/25/13,0,0,2.70204602,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.61283103,1.0,0.0,1.0,-1.03732397
8047,20110481,Italy,Environment,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.008505182,1.0,0.0,1.0,-1.03732397
8044,20110478,Italy,Taxation and Customs Union,1,1,0,2011-03-17,10/27/11,,10/27/11,2011,789,2/25/13,0,0,0.657356402,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.769641977,0.0,0.0,4.0,-1.03732397
8039,20110473,Italy,Mobility and Transport,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.692149047,0.0,0.0,2.0,-1.03732397
8040,20110474,Italy,Home Affairs,1,0,0,2011-03-17,,,11/24/11,2011,789,2/25/13,0,0,0.94489088,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.327967858,0.0,0.0,0.0,-1.03732397
8041,20110475,Italy,"Justice, Fundamental Rights and Citizenship",1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.58876939,0.0,0.0,1.0,-1.03732397
8042,20110476,Italy,Climate Action,1,0,0,2011-03-17,,,9/27/12,2011,789,2/25/13,0,0,-0.077453929,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.534956892,0.0,0.0,27.0,-1.03732397
8046,20110480,Italy,Environment,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.176254532,1.0,0.0,1.0,-1.03732397
8045,20110479,Italy,Taxation and Customs Union,1,1,0,2011-03-17,10/27/11,,10/27/11,2011,789,2/25/13,0,0,0.657356402,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.873217055,0.0,0.0,18.0,-1.03732397
8043,20110477,Italy,Internal Market and Services,1,0,0,2011-03-17,,,9/29/11,2011,789,2/25/13,0,0,1.903339138,711,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.98471632,0.0,0.0,2.0,-1.03732397
7814,20092001,Italy,Home Affairs,1,0,0,2011-04-06,,,2/21/13,2011,789,2/25/13,0,1,-0.333040131,691,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.499571244,0.0,0.0,0.0,-1.03732397
7815,20104212,Italy,Health and Consumers,1,0,0,2011-04-06,,,6/21/12,2011,789,2/25/13,0,1,0.242028824,691,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.620394932,0.0,0.0,0.0,-1.03732397
7816,20114030,Italy,Environment,1,0,0,2011-04-06,,,4/28/16,2011,789,2/25/13,1,1,-1.163695288,691,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
7351,20110612,Italy,Environment,1,0,0,2011-05-18,,,1/26/12,2011,789,2/25/13,0,0,1.072683981,649,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,6.639875834,1.0,0.0,1.0,-1.03732397
7350,20110611,Italy,Health and Consumers,1,0,0,2011-05-18,,,9/29/11,2011,789,2/25/13,0,0,2.158925341,649,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.682029434,0.0,0.0,4.0,-1.03732397
7349,20110610,Italy,Health and Consumers,1,0,0,2011-05-18,,,9/29/11,2011,789,2/25/13,0,0,2.158925341,649,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.988882253,1.0,0.0,1.0,-1.03732397
7348,20110609,Italy,Internal Market and Services,1,0,0,2011-05-18,,,9/27/12,2011,789,2/25/13,0,0,0.018390897,649,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.920923462,0.0,0.0,5.0,-1.03732397
7347,20110608,Italy,Mobility and Transport,1,1,0,2011-05-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.625408127,649,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.246433786,0.0,0.0,0.0,-1.03732397
7087,20112037,Italy,Internal Market and Services,1,0,0,2011-06-16,,,4/25/13,2011,789,2/25/13,1,1,-0.333040131,620,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.795011076,0.0,0.0,0.0,-1.03732397
7088,20114021,Italy,Environment,1,1,1,2011-06-16,5/31/12,3/21/13,5/31/12,2011,789,2/25/13,0,1,-1.163695288,620,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.780359005,0.0,0.0,0.0,-1.03732397
6518,20110850,Italy,Mobility and Transport,1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.132270717,0.0,0.0,5.0,-1.03732397
6517,20110849,Italy,Energy,1,1,0,2011-07-18,2/27/12,,2/27/12,2011,789,2/25/13,0,0,-0.077453929,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.6206519,0.0,0.0,1.0,-1.03732397
6516,20110848,Italy,"Communication Networks, Content and Technology",1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
6515,20110847,Italy,"Communication Networks, Content and Technology",1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,,,,,-1.03732397
6514,20110846,Italy,Enterprise and Industry,1,0,0,2011-07-18,,,9/27/12,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.667626092,0.0,0.0,5.0,-1.03732397
6513,20110845,Italy,Internal Market and Services,1,1,0,2011-07-18,1/26/12,,1/26/12,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.46252579,0.0,0.0,29.0,-1.03732397
6512,20110844,Italy,Internal Market and Services,1,0,0,2011-07-18,,,9/27/12,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,10.5444463,0.0,0.0,9.0,-1.03732397
6519,20110851,Italy,Mobility and Transport,1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,-0.013557378,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,11.09504359,1.0,0.0,24.0,-1.03732397
6520,20110852,Italy,Internal Market and Services,1,0,0,2011-07-18,,,9/27/12,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.492280994,1.0,0.0,0.0,-1.03732397
6521,20110853,Italy,Internal Market and Services,1,0,0,2011-07-18,,,9/27/12,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.085797037,1.0,0.0,0.0,-1.03732397
6522,20110854,Italy,Health and Consumers,1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.753201228,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,8.564267599,1.0,0.0,0.0,-1.03732397
6511,20110843,Italy,Home Affairs,1,1,0,2011-07-18,10/27/11,,10/27/11,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.053335623,0.0,0.0,0.0,-1.03732397
6510,20110842,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2011-07-18,11/24/11,,11/24/11,2011,789,2/25/13,0,0,0.465666751,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.056956065,0.0,0.0,1.0,-1.03732397
6509,20110841,Italy,Climate Action,1,0,0,2011-07-18,,,1/26/12,2011,789,2/25/13,0,0,1.647752936,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,9.48774481,0.0,0.0,7.0,-1.03732397
6508,20110840,Italy,Mobility and Transport,1,0,0,2011-07-18,,,3/22/12,2011,789,2/25/13,0,0,1.136580532,588,2.7394,4.5243,1.321953782,-0.244619745,0.388289642,-1.31751898,0.29568033,1.0,7.446585099,0.0,0.0,0.0,-1.03732397
